Date,Time,Rink,Rink Number,Game Number,Division,TEAM 1 ,Score,TEAM 2 ,Score,Official ID,First Name,Last Name,,Pre1,Pre2,Pre3,Post1,Post2,Post3,Post4,Post5,,Min,Max
11/7/21,10:45,CCSC,1,428,14U National,Wissahickon 14U A Nat,5,LV Phantoms Youth 14U A National,4,1217,J,Nixon,,,1,2,3,4,2,1,,,1,4
11/7/21,10:45,CCSC,1,428,14U National,Wissahickon 14U A Nat,5,LV Phantoms Youth 14U A National,4,1212,F,Fairview,,,2,2,2,4,4,3,,,2,4
11/7/21,11:00,Exton PowerPlay,1,257,14U B National,Chester County 14U B Nat,1,Kings 14U B National,3,1222,A,Paul,,,5,5,4,1,4,2,,,1,5
11/7/21,11:00,Exton PowerPlay,1,257,14U B National,Chester County 14U B Nat,1,Kings 14U B National,3,1225,D,Plate,,,2,5,5,4,5,4,,,2,5
11/7/21,16:30,Hatfield Ice Arena,1,337,14U American,Blazers 14U A American,2,Genesis Hockey Club 14U A American,4,1228,Marco,Morales,,,4,4,3,1,1,3,,,1,4
11/7/21,16:30,Hatfield Ice Arena,1,337,14U American,Blazers 14U A American,2,Genesis Hockey Club 14U A American,4,1218,K,Nandy,,,3,1,1,0,1,2,,,0,3
11/07/21,12:45,Ice Line,3,208,14U AA,Genesis Hockey Club 14U AA,0,Team Philadelphia 14U AA,1,1218,K,Nandy,,,3,0,1,2,2,1,,,0,3
11/07/21,12:45,Ice Line,3,208,14U AA,Genesis Hockey Club 14U AA,0,Team Philadelphia 14U AA,1,1231,N,Mustard,,,3,0,2,1,4,2,,,0,4
11/7/21,10:15,Lancaster Ice Rink,1,267,14U B National,York 14U B National,6,Lancaster 14U B National,0,1213,G,Flapjack,,,3,4,3,3,2,4,,,2,4
11/7/21,10:15,Lancaster Ice Rink,1,267,14U B National,York 14U B National,6,Lancaster 14U B National,0,1230,MM,Mushy,,,0,1,0,0,5,1,,,0,5
11/07/21,12:00,Lancaster Ice Rink,1,185,14U AA,Royals 14U AA,5,Lancaster 14U AA,1,1216,I,Norm,,,3,1,1,2,4,2,,,1,4
11/07/21,12:00,Lancaster Ice Rink,1,185,14U AA,Royals 14U AA,5,Lancaster 14U AA,1,1214,H,Fairmont,,,3,4,4,4,2,3,,,2,4
11/7/21,12:00,Northeast Skate Zone,2,362,14U National,Genesis Hockey Blue,5,Hershey 14U A Nat,3,1217,J,Nixon,,,0,3,2,2,1,2,,,0,3
11/7/21,12:00,Northeast Skate Zone,2,362,14U National,Genesis Hockey Blue,5,Hershey 14U A Nat,3,1229,Chris,Makos,,,3,1,1,4,3,1,,,1,4
11/7/21,16:20,Northeast Skate Zone,3,304,14U B National,VF Colonials 14U B National,10,Rizzo Rink* 14U B Nat,0,1212,F,Fairview,,,4,3,3,2,3,3,,,2,4
11/7/21,16:20,Northeast Skate Zone,3,304,14U B National,VF Colonials 14U B National,10,Rizzo Rink* 14U B Nat,0,1227,Q,Plate,,,5,3,3,5,2,2,,,2,5
11/07/21,14:10,Patriot Ice Center,2,149,14U AA,VF Colonials 14U AA,3,Delaware Ducks 14U AA,0,1220,L,Nump,,,1,4,4,0,3,4,,,0,4
11/07/21,14:10,Patriot Ice Center,2,149,14U AA,VF Colonials 14U AA,3,Delaware Ducks 14U AA,0,1229,Chris,Makos,,,5,2,1,0,2,4,,,0,5
11/7/21,17:30,Patriot Ice Center,2,310,14U American,Haverford Hawks 14U A American,2,Delaware Ducks 14U A American,4,1224,C,Pinky,,,2,5,2,2,3,1,,,1,5
11/7/21,17:30,Patriot Ice Center,2,310,14U American,Haverford Hawks 14U A American,2,Delaware Ducks 14U A American,4,1230,MM,Mushy,,,3,4,2,5,4,4,,,2,5
11/07/21,17:30,Skate Club of Wilmingon,1,160,14U AA,York Devils 14U AA,6,Delco Phantoms 14U AA,0,1211,E,Fella,,,4,3,3,3,3,2,,,2,4
11/07/21,17:30,Skate Club of Wilmingon,1,160,14U AA,York Devils 14U AA,6,Delco Phantoms 14U AA,0,1226,P,Passion,,,3,1,4,3,3,3,,,1,4
11/7/21,11:00,Toyota Sports Plex,1,248,14U B National,Palmyra 14U B National,6,Jr. Pens* 14U B National,5,1216,I,Norm,,,3,3,2,2,1,0,,,0,3
11/7/21,11:00,Toyota Sports Plex,1,248,14U B National,Palmyra 14U B National,6,Jr. Pens* 14U B National,5,1214,H,Fairmont,,,4,3,3,3,3,2,,,2,4
11/7/21,12:30,Twin Ponds East,1,312,14U National,Central Penn 14U A Nat,5,Chester County 14U A National,0,1228,Marco,Morales,,,0,2,4,5,1,3,,,0,5
11/7/21,12:30,Twin Ponds East,1,312,14U National,Central Penn 14U A Nat,5,Chester County 14U A National,0,1219,L,Neme,,,1,4,1,0,2,2,,,0,4
11/7/21,8:30,University of Delaware Gold ,1,368,14U American,VF Colonials 14U AAM,11,Jr Blue Hens 14U A American,0,1223,B,Postroy,,,2,1,3,4,1,1,,,1,4
11/7/21,8:30,University of Delaware Gold  ,1,368,14U American,VF Colonials 14U AAM,11,Jr Blue Hens 14U A American,0,1211,E,Fella,,,2,4,3,3,2,3,,,2,4
11/13/21,11:00,Aston Ice Works,1,279,14U National,Hershey 14U A Nat,2,Blazers 14U A National,5,1214,H,Fairmont,,,2,2,3,3,3,3,,,2,3
11/13/21,11:00,Aston Ice Works,1,279,14U National,Hershey 14U A Nat,2,Blazers 14U A National,5,1231,N,Mustard,,,1,3,0,4,4,3,,,0,4
11/13/21,14:20,Bucks County Ice,1,313,14U B National,York 14U B National,7,Royals 14U B National,1,1222,A,Paul,,,5,3,4,2,4,2,,,2,5
11/13/21,14:20,Bucks County Ice,1,313,14U B National,York 14U B National,7,Royals 14U B National,1,1218,K,Nandy,,,4,4,3,0,4,4,,,0,4
11/13/21,9:40,Class of '23,1,365,14U B National,Kings 14U B National,4,Snider Hockey 14U B National,5,1223,B,Postroy,,,4,3,4,4,3,5,,,3,5
11/13/21,9:40,Class of '23,1,365,14U B National,Kings 14U B National,4,Snider Hockey 14U B National,5,1225,D,Plate,,,4,1,4,1,3,3,,,1,4
11/13/21,19:10,Exton PowerPlay,1,373,14U B National,LV Phantoms 14U B National,0,Kings 14U B National,8,1222,A,Paul,,,1,3,2,3,4,4,,,1,4
11/13/21,19:10,Exton PowerPlay,1,373,14U B National,LV Phantoms 14U B National,0,Kings 14U B National,8,1214,H,Fairmont,,,3,3,3,3,3,3,,,3,3
11/13/21,12:30,Grundy,1,348,14U American,Quakers 14U A American,1,Grundy Senators 14U A American,2,1229,Chris,Makos,,,0,1,1,4,5,3,,,0,5
11/13/21,12:30,Grundy,1,348,14U American,Quakers 14U A American,1,Grundy Senators 14U A American,2,1221,O,Needy,,,3,0,2,3,0,1,,,0,3
11/13/21,16:50,Hatfield Ice Arena,2,167,14U AA,Kings 14U AA,8,Genesis Hockey Club 14U AA,5,1215,R,Follow,,,4,4,2,4,2,3,,,2,4
11/13/21,16:50,Hatfield Ice Arena,2,167,14U AA,Kings 14U AA,8,Genesis Hockey Club 14U AA,5,1229,Chris,Makos,,,4,3,0,2,1,1,,,0,4
11/13/21,8:35,Haverford Skatium,1,236,14U B National,Royals 14U B National,3,Haverford 14U B National,7,1215,R,Follow,,,3,3,3,4,3,3,,,3,4
11/13/21,8:35,Haverford Skatium,1,236,14U B National,Royals 14U B National,3,Haverford 14U B National,7,1224,C,Pinky,,,3,2,4,3,2,3,,,2,4
11/13/21,14:40,Haverford Skatium,1,441,14U National,Team Phila 14U A Nat,3,Snider Hockey 14U AN,5,1223,B,Postroy,,,1,3,2,2,1,3,,,1,3
11/13/21,14:40,Haverford Skatium,1,441,14U National,Team Phila 14U A Nat,3,Snider Hockey 14U AN,5,1228,Marco,Morales,,,2,0,4,1,0,2,,,0,4
11/13/21,18:00,Ice Line,3,209,14U AA,VF Colonials 14U AA,0,Team Philadelphia 14U AA,3,1215,R,Follow,,,3,3,2,3,2,3,,,2,3
11/13/21,18:00,Ice Line,3,209,14U AA,VF Colonials 14U AA,0,Team Philadelphia 14U AA,3,1230,MM,Mushy,,,5,2,4,4,1,4,,,1,5
11/13/21,20:45,Ice Line,2,420,14U American,Kings 14U A American,7,Team Phila 14U A American,2,1226,P,Passion,,,3,2,1,4,1,2,,,1,4
11/13/21,20:45,Ice Line,2,420,14U American,Kings 14U A American,7,Team Phila 14U A American,2,1220,L,Nump,,,3,2,2,2,3,3,,,2,3
11/13/21,11:40,Northeast Skate Zone,3,330,14U National,Chester County 14U A National,1,Genesis Hockey Green,5,1211,E,Fella,,,4,4,4,2,3,4,,,2,4
11/13/21,11:40,Northeast Skate Zone,3,330,14U National,Chester County 14U A National,1,Genesis Hockey Green,5,1229,Chris,Makos,,,4,3,5,5,2,1,,,1,5
11/13/21,18:30,Northeast Skate Zone,2,416,14U National,Haverford Hawks 14U A Nat,4,Wissahickon 14U A Nat,2,1223,B,Postroy,,,4,1,3,4,2,2,,,1,4
11/13/21,18:30,Northeast Skate Zone,2,416,14U National,Haverford Hawks 14U A Nat,4,Wissahickon 14U A Nat,2,1217,J,Nixon,,,4,3,2,3,1,2,,,1,4
11/13/21,16:45,Oaks Center Ice,2,430,14U American,Blazers 14U A American,5,VF Colonials 14U AAM,0,1229,Chris,Makos,,,2,3,3,2,2,4,,,2,4
11/13/21,16:45,Oaks Center Ice,2,430,14U American,Blazers 14U A American,5,VF Colonials 14U AAM,0,1215,R,Follow,,,3,3,2,4,4,3,,,2,4
11/13/21,17:45,Regency Ice Rink,1,286,14U National,Delco Phantoms 14U A Nat,3,Cap City 14U A Nat,0,1225,D,Plate,,,2,3,3,2,2,2,,,2,3
11/13/21,17:45,Regency Ice Rink,1,286,14U National,Delco Phantoms 14U A Nat,3,Cap City 14U A Nat,0,1224,C,Pinky,,,3,4,2,2,1,2,,,1,4
11/13/21,10:00,Steel Ice Center,1,429,14U National,Palmyra 14U A National,6,LV Phantoms Youth 14U A National,3,1215,R,Follow,,,3,4,3,3,2,3,,,2,4
11/13/21,10:00,Steel Ice Center,1,429,14U National,Palmyra 14U A National,6,LV Phantoms Youth 14U A National,3,1224,C,Pinky,,,4,4,5,3,4,5,,,3,5
11/13/21,11:45,Steel Ice Center,2,352,14U B National,VF Colonials 14U B National,15,LV Phantoms 14U B National,1,1213,G,Flapjack,,,2,3,2,3,3,3,,,2,3
11/13/21,11:45,Steel Ice Center,2,352,14U B National,VF Colonials 14U B National,15,LV Phantoms 14U B National,1,1214,H,Fairmont,,,2,3,3,3,3,4,,,2,4
11/13/21,17:50,Twin Ponds East,1,297,14U American,Wissahickon 14U A American,6,Cap City Vipers 14U A American,1,1215,R,Follow,,,3,3,4,3,4,3,,,3,4
11/13/21,17:50,Twin Ponds East,1,297,14U American,Wissahickon 14U A American,6,Cap City Vipers 14U A American,1,1227,Q,Plate,,,5,5,4,4,5,2,,,2,5
11/13/21,13:30,University of Delaware Gold Areana,1,369,14U American,Kings 14U A American,5,Jr Blue Hens 14U A American,0,1226,P,Passion,,,3,2,3,4,2,4,,,2,4
11/13/21,13:30,University of Delaware Gold Areana,1,369,14U American,Kings 14U A American,5,Jr Blue Hens 14U A American,0,1224,C,Pinky,,,3,5,5,5,5,2,,,2,5
11/14/21,11:30,CCSC,1,437,14U National,Chester County 14U A National,3,Hershey 14U A Nat,4,1221,O,Needy,,,2,2,2,4,1,3,,,1,4
11/14/21,11:30,CCSC,1,437,14U National,Chester County 14U A National,3,Hershey 14U A Nat,4,1219,L,Neme,,,2,3,1,2,1,0,,,0,3
11/14/21,1:40,Grundy,1,224,14U B National,Chester County 14U B Nat,11,Grundy Senators 14U B National,1,1229,Chris,Makos,,,2,1,0,4,0,1,,,0,4
11/14/21,1:40,Grundy,1,224,14U B National,Chester County 14U B Nat,11,Grundy Senators 14U B National,1,1226,P,Passion,,,5,2,2,2,2,1,,,1,5
11/14/21,12:00,Grundy,1,349,14U American,Royals 14U A American,1,Grundy Senators 14U A American,3,1231,N,Mustard,,,4,2,2,1,2,4,,,1,4
11/14/21,12:00,Grundy,1,349,14U American,Royals 14U A American,1,Grundy Senators 14U A American,3,1214,H,Fairmont,,,2,3,3,3,3,2,,,2,3
11/14/21,9:50,Hatfield Ice Arena,2,338,14U American,Delco Phantoms Hahn 14U A AM,3,Genesis Hockey Club 14U A American,0,1222,A,Paul,,,5,2,2,2,4,3,,,2,5
11/14/21,9:50,Hatfield Ice Arena,2,338,14U American,Delco Phantoms Hahn 14U A AM,3,Genesis Hockey Club 14U A American,0,1215,R,Follow,,,3,2,4,2,2,4,,,2,4
11/14/21,10:45,Hatfield Ice Arena,1,430,14U National,Central Penn 14U A Nat,4,LV Phantoms Youth 14U A National,7,1229,Chris,Makos,,,5,0,1,1,4,3,,,0,5
11/14/21,10:45,Hatfield Ice Arena,1,430,14U National,Central Penn 14U A Nat,4,LV Phantoms Youth 14U A National,7,1226,P,Passion,,,2,3,4,3,4,3,,,2,4
11/14/21,13:10,Hatfield Ice Arena,2,168,14U AA,VF Colonials 14U AA,2,Genesis Hockey Club 14U AA,3,1225,D,Plate,,,3,4,2,3,3,3,,,2,4
11/14/21,13:10,Hatfield Ice Arena,2,168,14U AA,VF Colonials 14U AA,2,Genesis Hockey Club 14U AA,3,1230,MM,Mushy,,,1,4,5,1,5,1,,,1,5
11/14/21,10:05,Klick Lewis Arena,1,287,14U National,Wissahickon 14U A Nat,4,Cap City 14U A Nat,3,1218,K,Nandy,,,1,3,1,1,1,2,,,1,3
11/14/21,10:05,Klick Lewis Arena,1,287,14U National,Wissahickon 14U A Nat,4,Cap City 14U A Nat,3,1216,I,Norm,,,2,3,0,4,2,3,,,0,4
11/14/21,19:45,Klick Lewis Arena,1,287,14U B National,Grundy Senators 14U B National,1,Palmyra 14U B National,5,1219,L,Neme,,,3,2,2,2,2,2,,,2,3
11/14/21,19:45,Klick Lewis Arena,1,287,14U B National,Grundy Senators 14U B National,1,Palmyra 14U B National,5,1211,E,Fella,,,4,2,2,3,4,3,,,2,4
11/14/21,10:15,Lancaster Ice Rink,1,268,14U B National,Jr. Pens* 14U B National,3,Lancaster 14U B National,3,1227,Q,Plate,,,3,4,4,3,4,5,,,3,5
11/14/21,10:15,Lancaster Ice Rink,1,268,14U B National,Jr. Pens* 14U B National,3,Lancaster 14U B National,3,1213,G,Flapjack,,,2,2,3,3,3,4,,,2,4
11/14/21,12:00,Northeast Skate Zone,3,406,14U National,Palmyra 14U A National,5,Team Phila 14U A Nat,2,1216,I,Norm,,,2,4,2,3,2,2,,,2,4
11/14/21,12:00,Northeast Skate Zone,3,406,14U National,Palmyra 14U A National,5,Team Phila 14U A Nat,2,1227,Q,Plate,,,1,3,2,4,5,1,,,1,5
11/14/21,16:20,Northeast Skate Zone,2,305,14U B National,Kings 14U B National,8,Rizzo Rink* 14U B Nat,0,1220,L,Nump,,,0,2,3,2,3,3,,,0,3
11/14/21,16:20,Northeast Skate Zone,2,305,14U B National,Kings 14U B National,8,Rizzo Rink* 14U B Nat,0,1231,N,Mustard,,,1,0,1,2,2,2,,,0,2
11/14/21,9:10,Patriot Ice Center,1,311,14U American,LV Phantoms 14U A American,3,Delaware Ducks 14U A American,4,1222,A,Paul,,,3,5,2,4,2,5,,,2,5
11/14/21,9:10,Patriot Ice Center,1,311,14U American,LV Phantoms 14U A American,3,Delaware Ducks 14U A American,4,1227,Q,Plate,,,5,1,2,4,4,3,,,1,5
11/14/21,15:50,Patriot Ice Center,2,150,14U AA,Lancaster 14U AA,1,Delaware Ducks 14U AA,3,1225,D,Plate,,,4,4,4,3,2,2,,,2,4
11/14/21,15:50,Patriot Ice Center,2,150,14U AA,Lancaster 14U AA,1,Delaware Ducks 14U AA,3,1218,K,Nandy,,,2,2,1,2,2,0,,,0,2
11/14/21,14:00,PNY Ice Arena,1,395,14U American,Snider Hockey 14U A American,3,Quakers 14U A American,0,1230,MM,Mushy,,,1,2,2,1,2,3,,,1,3
11/14/21,14:00,PNY Ice Arena,1,395,14U American,Snider Hockey 14U A American,3,Quakers 14U A American,0,1217,J,Nixon,,,1,3,2,0,2,0,,,0,3
11/14/21,16:30,Twin Ponds East,1,331,14U National,Haverford Hawks 14U A Nat,5,Genesis Hockey Green,4,1231,N,Mustard,,,0,5,1,3,3,3,,,0,5
11/14/21,16:30,Twin Ponds East,1,331,14U National,Haverford Hawks 14U A Nat,5,Genesis Hockey Green,4,1222,A,Paul,,,4,5,3,3,5,1,,,1,5
11/14/21,20:25,Twin Ponds East,2,298,14U American,Haverford Hawks 14U A American,11,Cap City Vipers 14U A American,1,1214,H,Fairmont,,,3,3,3,3,2,2,,,2,3
11/14/21,20:25,Twin Ponds East,2,298,14U American,Haverford Hawks 14U A American,11,Cap City Vipers 14U A American,1,1211,E,Fella,,,3,3,3,3,4,4,,,3,4
11/14/21,19:30,Wissahickon Skating Rink,1,280,14U National,Snider Hockey 14U AN,8,Blazers 14U A National,1,1212,F,Fairview,,,3,3,4,2,2,3,,,2,4
11/14/21,19:30,Wissahickon Skating Rink,1,280,14U National,Snider Hockey 14U AN,8,Blazers 14U A National,1,1230,MM,Mushy,,,3,1,0,2,1,3,,,0,3
11/20/21,11:20,Aston Ice Works,4,442,14U National,Chester County 14U A National,4,Snider Hockey 14U AN,0,1221,O,Needy,,,2,2,0,3,3,3,,,0,3
11/20/21,11:20,Aston Ice Works,4,442,14U National,Chester County 14U A National,4,Snider Hockey 14U AN,0,1212,F,Fairview,,,3,3,2,2,3,2,,,2,3
11/20/21,9:35,Bucks County Ice,1,197,14U AA,Delco Phantoms 14U AA,2,Royals 14U AA,4,1213,G,Flapjack,,,4,3,3,3,4,4,,,3,4
11/20/21,9:35,Bucks County Ice,1,197,14U AA,Delco Phantoms 14U AA,2,Royals 14U AA,4,1214,H,Fairmont,,,3,2,3,4,4,3,,,2,4
11/20/21,12:40,Bucks County Ice,2,402,14U American,Jr Blue Hens 14U A American,1,Royals 14U A American,5,1214,H,Fairmont,,,3,3,2,2,3,4,,,2,4
11/20/21,12:40,Bucks County Ice,2,402,14U American,Jr Blue Hens 14U A American,1,Royals 14U A American,5,1212,F,Fairview,,,3,3,3,2,3,2,,,2,3
11/20/21,14:20,Bucks County Ice,3,314,14U B National,Kings 14U B National,3,Royals 14U B National,7,1213,G,Flapjack,,,3,3,4,3,4,2,,,2,4
11/20/21,14:20,Bucks County Ice,3,314,14U B National,Kings 14U B National,3,Royals 14U B National,7,1221,O,Needy,,,1,2,1,1,1,2,,,1,2
11/20/21,17:40,Bucks County Ice,2,198,14U AA,Delco Phantoms 14U AA,2,Royals 14U AA,2,1219,L,Neme,,,3,1,3,2,1,1,,,1,3
11/20/21,17:40,Bucks County Ice,2,198,14U AA,Delco Phantoms 14U AA,2,Royals 14U AA,2,1211,E,Fella,,,4,3,2,4,3,3,,,2,4
11/20/21,9:40,Class of '23,1,366,14U B National,VF Colonials 14U B National,5,Snider Hockey 14U B National,0,1211,E,Fella,,,3,3,3,3,4,4,,,3,4
11/20/21,9:40,Class of '23,1,366,14U B National,VF Colonials 14U B National,5,Snider Hockey 14U B National,0,1231,N,Mustard,,,3,3,1,5,4,3,,,1,5
11/20/21,14:40,Class of '23,1,466,14U American,Grundy Senators 14U A American,5,Snider Hockey 14U A American,0,1215,R,Follow,,,2,3,4,4,3,4,,,2,4
11/20/21,14:40,Class of '23,1,466,14U American,Grundy Senators 14U A American,5,Snider Hockey 14U A American,0,1225,D,Plate,,,1,5,1,1,3,4,,,1,5
11/20/21,11:50,Hatfield Ice Arena,2,339,14U American,Team Phila 14U A American,9,Genesis Hockey Club 14U A American,2,1227,Q,Plate,,,5,3,4,1,4,1,,,1,5
11/20/21,11:50,Hatfield Ice Arena,2,339,14U American,Team Phila 14U A American,9,Genesis Hockey Club 14U A American,2,1228,Marco,Morales,,,2,2,3,1,4,5,,,1,5
11/20/21,16:45,Haverford Skatium,1,272,14U National,LV Phantoms Youth 14U A National,7,Haverford Hawks 14U A Nat,3,1216,I,Norm,,,4,1,1,2,1,2,,,1,4
11/20/21,16:45,Haverford Skatium,1,272,14U National,LV Phantoms Youth 14U A National,7,Haverford Hawks 14U A Nat,3,1213,G,Flapjack,,,4,4,3,3,3,4,,,3,4
11/20/21,19:00,Ice Line,1,421,14U American,Delco Phantoms Hahn 14U A AM,5,Team Phila 14U A American,6,1218,K,Nandy,,,0,4,2,1,1,2,,,0,4
11/20/21,19:00,Ice Line,1,421,14U American,Delco Phantoms Hahn 14U A AM,5,Team Phila 14U A American,6,1222,A,Paul,,,2,3,3,4,3,1,,,1,4
11/20/21,12:00,Lancaster Ice Rink,1,186,14U AA,York Devils 14U AA,6,Lancaster 14U AA,3,1229,Chris,Makos,,,3,4,0,3,2,3,,,0,4
11/20/21,12:00,Lancaster Ice Rink,1,186,14U AA,York Devils 14U AA,6,Lancaster 14U AA,3,1226,P,Passion,,,2,4,4,3,4,4,,,2,4
11/20/21,11:45,Northeast Skate Zone,3,297,14U National,Delco Phantoms 14U A Nat,3,Central Penn 14U A Nat,7,1227,Q,Plate,,,1,2,1,5,3,3,,,1,5
11/20/21,11:45,Northeast Skate Zone,3,297,14U National,Delco Phantoms 14U A Nat,3,Central Penn 14U A Nat,7,1219,L,Neme,,,0,2,2,3,1,1,,,0,3
11/20/21,18:30,Northeast Skate Zone,1,417,14U National,Palmyra 14U A National,1,Wissahickon 14U A Nat,0,1220,L,Nump,,,4,0,2,2,1,4,,,0,4
11/20/21,18:30,Northeast Skate Zone,1,417,14U National,Palmyra 14U A National,1,Wissahickon 14U A Nat,0,1214,H,Fairmont,,,4,4,2,3,3,4,,,2,4
11/20/21,12:30,Oaks Center Ice,3,431,14U American,LV Phantoms 14U A American,2,VF Colonials 14U AAM,3,1221,O,Needy,,,3,1,3,2,2,1,,,1,3
11/20/21,12:30,Oaks Center Ice,3,431,14U American,LV Phantoms 14U A American,2,VF Colonials 14U AAM,3,1226,P,Passion,,,3,2,3,1,2,4,,,1,4
11/20/21,17:15,Oaks Center Ice,3,217,14U AA,Genesis Hockey Club 14U AA,3,VF Colonials 14U AA,5,1227,Q,Plate,,,3,4,2,2,5,3,,,2,5
11/20/21,17:15,Oaks Center Ice,3,217,14U AA,Genesis Hockey Club 14U AA,3,VF Colonials 14U AA,5,1217,J,Nixon,,,2,2,3,4,2,2,,,2,4
11/20/21,16:30,Patriot Ice Center,2,151,14U AA,Kings 14U AA,2,Delaware Ducks 14U AA,9,1225,D,Plate,,,1,2,4,4,2,2,,,1,4
11/20/21,16:30,Patriot Ice Center,2,151,14U AA,Kings 14U AA,2,Delaware Ducks 14U AA,9,1214,H,Fairmont,,,2,4,3,3,2,3,,,2,4
11/20/21,16:45,Regency Ice Rink,1,342,14U National,Team Phila 14U A Nat,3,Genesis Hockey Blue,2,1211,E,Fella,,,2,3,2,3,4,3,,,2,4
11/20/21,16:45,Regency Ice Rink,1,342,14U National,Team Phila 14U A Nat,3,Genesis Hockey Blue,2,1219,L,Neme,,,1,4,1,1,1,2,,,1,4
11/20/21,11:45,Steel Ice Center,1,353,14U B National,Chester County 14U B Nat,6,LV Phantoms 14U B National,2,1227,Q,Plate,,,2,3,2,2,2,4,,,2,4
11/20/21,11:45,Steel Ice Center,1,353,14U B National,Chester County 14U B Nat,6,LV Phantoms 14U B National,2,1219,L,Neme,,,2,3,1,3,0,0,,,0,3
11/20/21,19:30,Steel Ice Center,1,382,14U National,Genesis Hockey Blue,1,Palmyra 14U A National,4,1221,O,Needy,,,1,4,1,1,2,0,,,0,4
11/20/21,19:30,Steel Ice Center,1,382,14U National,Genesis Hockey Blue,1,Palmyra 14U A National,4,1222,A,Paul,,,4,1,4,4,3,3,,,1,4
11/20/21,10:50,York Ice Arena,1,339,14U B National,Palmyra 14U B National,1,York 14U B National,3,1211,E,Fella,,,3,4,4,3,3,3,,,3,4
11/20/21,10:50,York Ice Arena,1,339,14U B National,Palmyra 14U B National,1,York 14U B National,3,1214,H,Fairmont,,,2,2,3,2,4,4,,,2,4
11/21/21,10:20,Class of '23,1,367,14U B National,Haverford 14U B National,5,Snider Hockey 14U B National,6,1223,B,Postroy,,,3,4,4,3,5,3,,,3,5
11/21/21,10:20,Class of '23,1,367,14U B National,Haverford 14U B National,5,Snider Hockey 14U B National,6,1230,MM,Mushy,,,1,4,1,4,4,1,,,1,4
11/21/21,11:00,Exton PowerPlay,1,258,14U B National,Grundy Senators 14U B National,4,Kings 14U B National,8,1213,G,Flapjack,,,3,4,3,3,3,3,,,3,4
11/21/21,11:00,Exton PowerPlay,1,258,14U B National,Grundy Senators 14U B National,4,Kings 14U B National,8,1222,A,Paul,,,5,4,4,3,2,1,,,1,5
11/21/21,11:20,Hatfield Ice Arena,1,169,14U AA,Royals 14U AA,5,Genesis Hockey Club 14U AA,1,1231,N,Mustard,,,5,3,0,4,3,2,,,0,5
11/21/21,11:20,Hatfield Ice Arena,1,169,14U AA,Royals 14U AA,5,Genesis Hockey Club 14U AA,1,1211,E,Fella,,,4,2,2,3,3,4,,,2,4
11/21/21,13:00,Hatfield Ice Arena,2,340,14U American,Kings 14U A American,10,Genesis Hockey Club 14U A American,0,1221,O,Needy,,,1,3,1,2,0,4,,,0,4
11/21/21,13:00,Hatfield Ice Arena,2,340,14U American,Kings 14U A American,10,Genesis Hockey Club 14U A American,0,1224,C,Pinky,,,4,2,1,2,2,3,,,1,4
11/21/21,17:00,Hatfield Ice Arena,2,418,14U National,Genesis Hockey Blue,3,Wissahickon 14U A Nat,4,1231,N,Mustard,,,1,5,2,4,1,3,,,1,5
11/21/21,17:00,Hatfield Ice Arena,2,418,14U National,Genesis Hockey Blue,3,Wissahickon 14U A Nat,4,1216,I,Norm,,,4,2,2,2,2,2,,,2,4
11/21/21,12:45,Ice Line,1,210,14U AA,Kings 14U AA,2,Team Philadelphia 14U AA,1,1228,Marco,Morales,,,4,0,2,1,5,1,,,0,5
11/21/21,12:45,Ice Line,1,210,14U AA,Kings 14U AA,2,Team Philadelphia 14U AA,1,1223,B,Postroy,,,4,3,2,2,2,2,,,2,4
11/21/21,15:10,Klick Lewis Arena,1,333,14U National,Blazers 14U A National,6,Genesis Hockey Green,1,1213,G,Flapjack,,,4,2,3,3,2,3,,,2,4
11/21/21,15:10,Klick Lewis Arena,1,333,14U National,Blazers 14U A National,6,Genesis Hockey Green,1,1212,F,Fairview,,,2,3,3,3,3,3,,,2,3
11/21/21,7:00,Lancaster Ice Rink,1,187,14U AA,Delaware Ducks 14U AA,5,Lancaster 14U AA,0,1218,K,Nandy,,,4,2,3,4,3,0,,,0,4
11/21/21,7:00,Lancaster Ice Rink,1,187,14U AA,Delaware Ducks 14U AA,5,Lancaster 14U AA,0,1214,H,Fairmont,,,2,3,3,3,2,3,,,2,3
11/21/21,10:00,PNY Ice Arena,1,396,14U American,Team Phila 14U A American,7,Quakers 14U A American,1,1226,P,Passion,,,3,3,2,1,5,3,,,1,5
11/21/21,10:00,PNY Ice Arena,1,396,14U American,Team Phila 14U A American,7,Quakers 14U A American,1,1216,I,Norm,,,0,1,1,3,3,3,,,0,3
11/21/21,8:00,Revolution Ice Gardens,1,403,14U American,Blazers 14U A American,3,Royals 14U A American,6,1224,C,Pinky,,,2,4,2,4,4,4,,,2,4
11/21/21,8:00,Revolution Ice Gardens,1,403,14U American,Blazers 14U A American,3,Royals 14U A American,6,1227,Q,Plate,,,3,3,1,1,2,3,,,1,3
11/21/21,14:10,Revolution Ice Gardens,1,315,14U B National,Jr. Pens* 14U B National,1,Royals 14U B National,0,1224,C,Pinky,,,2,1,3,2,1,3,,,1,3
11/21/21,14:10,Revolution Ice Gardens,1,315,14U B National,Jr. Pens* 14U B National,1,Royals 14U B National,0,1221,O,Needy,,,1,0,2,2,1,2,,,0,2
